               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  38,            0.035422,            0.015578,           0.0041174,             0.70066,              0.7381,             0.71766,             0.34699,            0.028875,           0.0065282,            0.019584,           0.0081685,           0.0081685,           0.0081685
                  39,            0.038163,            0.014378,           0.0045691,             0.74138,              0.7381,             0.78127,             0.36373,            0.026433,           0.0067993,            0.018627,            0.008119,            0.008119,            0.008119
                  40,            0.035995,            0.014855,           0.0044712,             0.77303,             0.71825,             0.75796,             0.36849,            0.027559,           0.0062486,            0.017775,           0.0080695,           0.0080695,           0.0080695
                  41,            0.040192,            0.013191,           0.0050387,             0.82619,             0.76056,             0.77848,             0.34984,            0.026447,           0.0057375,             0.01808,             0.00802,             0.00802,             0.00802
                  42,            0.035897,            0.014522,           0.0053501,             0.84677,             0.73974,             0.76497,             0.39335,             0.02562,           0.0057985,            0.017221,           0.0079705,           0.0079705,           0.0079705
                  43,            0.035984,            0.013646,           0.0066025,             0.84588,             0.67063,             0.72816,             0.39969,            0.026572,           0.0056339,            0.015761,            0.007921,            0.007921,            0.007921
                  44,            0.034752,            0.013035,           0.0053918,             0.70175,             0.65979,             0.69601,              0.3343,            0.030284,           0.0058603,            0.014794,           0.0078715,           0.0078715,           0.0078715
                  45,            0.036779,            0.013073,           0.0030588,             0.78154,             0.62302,             0.70061,             0.36329,            0.030075,           0.0059484,            0.012561,            0.007822,            0.007822,            0.007822
                  46,            0.038341,            0.014484,           0.0062065,             0.71301,             0.70858,             0.69868,             0.35516,            0.029361,           0.0057814,             0.01438,           0.0077725,           0.0077725,           0.0077725
                  47,            0.037374,             0.01499,           0.0054633,             0.75163,             0.75226,             0.71092,             0.35275,            0.028574,           0.0053361,            0.016343,            0.007723,            0.007723,            0.007723
                  48,            0.035381,            0.013954,           0.0049323,             0.76655,             0.69444,             0.71877,             0.36111,            0.029116,           0.0055328,            0.017647,           0.0076735,           0.0076735,           0.0076735
                  49,            0.036273,            0.013399,           0.0048384,             0.81061,             0.69841,             0.71827,             0.32541,            0.030648,           0.0060261,            0.018492,            0.007624,            0.007624,            0.007624
                  50,            0.034395,            0.013892,           0.0058898,             0.73475,              0.6746,             0.69439,              0.2948,            0.032183,           0.0065263,            0.018971,           0.0075745,           0.0075745,           0.0075745
                  51,            0.037784,            0.014338,           0.0057574,             0.79511,             0.59785,             0.66308,             0.29744,            0.030832,           0.0073825,            0.018945,            0.007525,            0.007525,            0.007525
                  52,            0.036001,             0.01349,            0.005393,             0.78277,             0.61994,             0.69976,             0.29464,             0.02961,           0.0067913,             0.01956,           0.0074755,           0.0074755,           0.0074755
                  53,            0.033939,            0.013632,            0.005336,             0.79397,             0.74603,             0.74491,             0.33169,             0.03016,           0.0061682,            0.020071,            0.007426,            0.007426,            0.007426
                  54,            0.033071,            0.013813,           0.0042025,             0.85247,             0.74111,             0.77292,             0.37665,            0.026812,           0.0058424,            0.019804,           0.0073765,           0.0073765,           0.0073765
                  55,            0.032683,            0.012776,           0.0034936,             0.77345,             0.72994,             0.73035,             0.38263,            0.027759,           0.0060583,            0.019032,            0.007327,            0.007327,            0.007327
                  56,            0.030351,            0.013141,           0.0048567,             0.78702,             0.71612,             0.71378,             0.37539,            0.026768,           0.0058659,            0.019092,           0.0072775,           0.0072775,           0.0072775
                  57,            0.031269,             0.01247,           0.0037995,             0.72172,             0.69444,              0.7534,             0.35945,            0.026626,           0.0058823,             0.01829,            0.007228,            0.007228,            0.007228
                  58,            0.029573,            0.012994,           0.0054613,             0.73539,             0.69444,             0.73784,             0.38353,            0.027503,           0.0059909,            0.017055,           0.0071785,           0.0071785,           0.0071785
                  59,            0.032582,            0.012373,           0.0039005,             0.76946,             0.76208,             0.75676,             0.36867,            0.029145,           0.0053954,            0.015738,            0.007129,            0.007129,            0.007129
                  60,            0.032814,             0.01393,           0.0050684,              0.7848,             0.68311,             0.72484,              0.3817,            0.024923,           0.0056621,            0.014625,           0.0070795,           0.0070795,           0.0070795
                  61,            0.029129,            0.012637,           0.0037585,             0.80607,             0.74206,             0.77098,             0.36517,            0.027107,           0.0053873,            0.013966,             0.00703,             0.00703,             0.00703
                  62,            0.031371,            0.013566,           0.0048661,             0.84173,              0.7381,             0.77417,             0.39073,            0.028257,           0.0053928,            0.016177,           0.0069805,           0.0069805,           0.0069805
                  63,            0.030797,            0.012221,           0.0027183,             0.78323,             0.74206,             0.74581,             0.37705,            0.029335,           0.0057223,            0.018058,            0.006931,            0.006931,            0.006931
                  64,            0.032508,             0.01209,           0.0043589,             0.81835,             0.70034,             0.74951,             0.35959,             0.02981,           0.0056912,            0.018612,           0.0068815,           0.0068815,           0.0068815
                  65,            0.030483,            0.013042,           0.0028913,             0.84907,             0.74537,             0.75851,             0.36413,            0.028101,           0.0058083,            0.019952,            0.006832,            0.006832,            0.006832
                  66,             0.02943,            0.012391,           0.0049577,             0.75143,              0.7582,             0.71237,             0.34105,            0.029612,           0.0060033,            0.020231,           0.0067825,           0.0067825,           0.0067825
                  67,            0.032975,            0.012835,           0.0034625,             0.82401,             0.71575,              0.7439,             0.35858,            0.030585,           0.0060779,            0.020627,            0.006733,            0.006733,            0.006733
                  68,            0.032406,            0.012794,           0.0029687,             0.86557,             0.70834,             0.74332,             0.35607,            0.027159,           0.0061375,            0.020958,           0.0066835,           0.0066835,           0.0066835
                  69,            0.031285,            0.013531,           0.0049982,             0.82187,             0.75511,             0.76838,             0.37883,            0.028036,           0.0062359,            0.020676,            0.006634,            0.006634,            0.006634
                  70,            0.030737,            0.012502,           0.0035935,             0.85253,             0.75679,             0.74257,             0.35441,            0.028196,           0.0062804,            0.021072,           0.0065845,           0.0065845,           0.0065845
                  71,            0.029085,            0.011758,           0.0032019,             0.86181,             0.71825,             0.74744,             0.35177,            0.031021,           0.0062568,            0.020841,            0.006535,            0.006535,            0.006535
                  72,             0.03061,            0.012702,            0.003128,             0.82143,             0.73246,             0.72414,             0.37743,            0.028313,           0.0060008,             0.02066,           0.0064855,           0.0064855,           0.0064855
                  73,             0.03509,             0.01162,            0.003311,             0.89696,             0.74206,             0.74049,             0.32936,            0.030858,           0.0056998,            0.020221,            0.006436,            0.006436,            0.006436
                  74,            0.026688,            0.011641,           0.0030105,              0.8867,             0.74206,             0.74749,             0.35463,            0.028185,           0.0056508,            0.020004,           0.0063865,           0.0063865,           0.0063865
                  75,            0.027591,            0.011497,           0.0043292,             0.86195,             0.67063,             0.72035,             0.34593,            0.029217,           0.0062479,            0.020896,            0.006337,            0.006337,            0.006337
                  76,             0.02938,            0.010932,           0.0048691,             0.85725,             0.59694,             0.68916,             0.35195,            0.027475,           0.0068656,            0.020613,           0.0062875,           0.0062875,           0.0062875
                  77,            0.029491,            0.013588,           0.0033917,             0.79225,             0.70571,             0.73415,             0.36175,            0.025806,           0.0061638,            0.019938,            0.006238,            0.006238,            0.006238
                  78,            0.026418,            0.012086,            0.002981,             0.79461,             0.74206,             0.77371,             0.37569,            0.025869,           0.0058313,            0.019168,           0.0061885,           0.0061885,           0.0061885
                  79,            0.028717,            0.013554,           0.0039928,             0.87153,             0.76571,             0.78942,             0.36096,             0.02517,           0.0061129,            0.018207,            0.006139,            0.006139,            0.006139
                  80,            0.032287,             0.01326,            0.003276,             0.87018,             0.75973,             0.78997,             0.37626,            0.025187,           0.0061286,            0.017867,           0.0060895,           0.0060895,           0.0060895
                  81,            0.027514,            0.012682,           0.0021182,             0.85005,             0.75377,             0.78441,             0.37419,            0.026899,           0.0063461,            0.017513,             0.00604,             0.00604,             0.00604
                  82,            0.031257,            0.011297,           0.0024901,             0.73394,             0.71032,             0.72713,             0.36351,            0.026934,           0.0062879,            0.017745,           0.0059905,           0.0059905,           0.0059905
                  83,            0.028981,            0.012563,           0.0029293,             0.79729,             0.75723,             0.78849,             0.37734,            0.025282,           0.0065411,            0.017199,            0.005941,            0.005941,            0.005941
                  84,            0.027744,            0.012338,           0.0032899,             0.84039,             0.75654,             0.77629,              0.4188,            0.024586,           0.0067672,            0.016516,           0.0058915,           0.0058915,           0.0058915
                  85,            0.030026,            0.011437,             0.00318,             0.83425,             0.75402,             0.77628,              0.4191,            0.026014,            0.006955,            0.015025,            0.005842,            0.005842,            0.005842
                  86,            0.026804,            0.012323,           0.0022551,             0.74961,             0.76587,             0.71771,             0.39179,            0.028142,           0.0067217,            0.015401,           0.0057925,           0.0057925,           0.0057925
                  87,            0.028281,            0.011825,           0.0031231,             0.79371,             0.65692,             0.68292,             0.35578,            0.026569,           0.0068966,             0.01734,            0.005743,            0.005743,            0.005743
                  88,             0.02949,             0.01155,           0.0040419,             0.82098,             0.70957,             0.70267,             0.36733,             0.02687,           0.0067361,            0.017557,           0.0056935,           0.0056935,           0.0056935
                  89,            0.027834,            0.011568,           0.0038887,             0.81522,             0.71429,             0.73198,             0.40143,            0.025643,           0.0066614,            0.017688,            0.005644,            0.005644,            0.005644
                  90,            0.027316,            0.010941,           0.0041837,             0.82857,             0.74833,             0.75686,              0.3729,             0.02575,           0.0068679,            0.017889,           0.0055945,           0.0055945,           0.0055945
                  91,            0.025908,            0.010974,           0.0031311,             0.84219,              0.7619,             0.77766,             0.39109,            0.025802,           0.0065424,            0.017449,            0.005545,            0.005545,            0.005545
                  92,            0.024651,            0.011571,           0.0040503,             0.84208,             0.75473,             0.76145,             0.38194,            0.025212,           0.0063933,            0.017428,           0.0054955,           0.0054955,           0.0054955
                  93,            0.027646,            0.011368,           0.0041414,             0.83275,             0.75532,             0.77073,             0.37576,            0.027943,            0.006067,            0.017661,            0.005446,            0.005446,            0.005446
                  94,            0.026533,            0.010638,           0.0051693,             0.81786,             0.73639,             0.73796,             0.38558,            0.025645,           0.0058413,            0.018233,           0.0053965,           0.0053965,           0.0053965
                  95,            0.026321,            0.011323,           0.0023216,             0.81593,             0.71157,             0.73431,             0.39089,            0.026783,           0.0064646,            0.019109,            0.005347,            0.005347,            0.005347
                  96,            0.027072,            0.011902,           0.0036247,             0.81697,             0.71429,             0.73707,             0.39698,            0.024603,           0.0065721,            0.019191,           0.0052975,           0.0052975,           0.0052975
                  97,             0.02753,            0.010422,           0.0015839,             0.74915,             0.75506,              0.7265,             0.36061,            0.026484,           0.0062057,             0.01921,            0.005248,            0.005248,            0.005248
                  98,            0.026699,            0.012475,           0.0034398,             0.84208,             0.73554,             0.74903,             0.38607,            0.024463,           0.0058371,             0.01923,           0.0051985,           0.0051985,           0.0051985
                  99,            0.027402,            0.010392,           0.0022868,             0.79523,             0.75572,             0.74866,             0.40523,            0.024199,           0.0056668,            0.019387,            0.005149,            0.005149,            0.005149
                 100,             0.02891,            0.011501,            0.002208,             0.86172,             0.70199,              0.7478,             0.36781,            0.025065,           0.0055544,            0.019807,           0.0050995,           0.0050995,           0.0050995
                 101,            0.028549,            0.010967,           0.0032378,             0.83462,             0.74316,             0.74425,             0.38384,            0.024721,           0.0054487,            0.019964,             0.00505,             0.00505,             0.00505
                 102,            0.025636,            0.011574,           0.0029015,             0.81708,              0.7619,             0.74359,             0.35175,            0.026403,           0.0055147,            0.020053,           0.0050005,           0.0050005,           0.0050005
                 103,            0.024355,            0.011091,           0.0025249,             0.80649,             0.77132,             0.75379,             0.36602,            0.025448,           0.0055701,             0.02032,            0.004951,            0.004951,            0.004951
                 104,            0.027667,               0.011,           0.0039432,             0.80978,              0.7381,             0.73273,             0.34469,            0.026437,            0.005523,              0.0205,           0.0049015,           0.0049015,           0.0049015
                 105,            0.027729,            0.010953,           0.0023612,             0.82332,             0.75607,             0.76176,             0.38886,            0.024562,           0.0052294,            0.020519,            0.004852,            0.004852,            0.004852
                 106,             0.02461,             0.01053,           0.0037756,             0.83873,              0.7381,             0.74252,             0.36714,            0.025076,            0.005217,            0.020875,           0.0048025,           0.0048025,           0.0048025
                 107,            0.025047,            0.011637,           0.0019038,             0.84808,             0.75184,             0.74688,             0.39301,            0.024369,           0.0052421,            0.020628,            0.004753,            0.004753,            0.004753
                 108,            0.025001,             0.01058,           0.0044759,             0.86881,             0.70691,             0.73869,             0.36645,            0.025349,           0.0052836,            0.020511,           0.0047035,           0.0047035,           0.0047035
                 109,            0.026267,            0.010107,           0.0034444,             0.80536,             0.70821,             0.73809,               0.376,            0.025914,           0.0053695,            0.020516,            0.004654,            0.004654,            0.004654
                 110,            0.025749,            0.010943,           0.0053257,             0.83361,             0.73306,             0.75195,             0.39045,            0.025029,            0.005304,            0.020152,           0.0046045,           0.0046045,           0.0046045
                 111,            0.025682,             0.01105,           0.0033746,             0.85319,             0.75746,             0.77919,             0.39377,            0.025252,           0.0052732,            0.020236,            0.004555,            0.004555,            0.004555
                 112,            0.026717,             0.01093,           0.0031878,             0.87695,             0.75732,             0.77099,             0.41409,            0.025129,           0.0052636,            0.019992,           0.0045055,           0.0045055,           0.0045055
                 113,            0.027576,            0.011768,           0.0032667,             0.86587,             0.72244,             0.77147,             0.40518,            0.025237,           0.0052568,            0.019685,            0.004456,            0.004456,            0.004456
                 114,            0.023524,            0.011014,           0.0026066,             0.86592,             0.71032,             0.77035,             0.41001,            0.025535,           0.0054881,            0.018971,           0.0044065,           0.0044065,           0.0044065
                 115,            0.025578,            0.010509,           0.0032765,             0.91564,             0.80573,             0.83038,             0.43258,            0.024832,           0.0052366,            0.019338,            0.004357,            0.004357,            0.004357
                 116,            0.023896,            0.011076,           0.0041647,             0.91056,             0.82205,             0.83858,             0.41684,            0.024618,           0.0051752,            0.019598,           0.0043075,           0.0043075,           0.0043075
                 117,            0.026402,            0.011129,           0.0040779,             0.88387,             0.82559,             0.82854,              0.4142,            0.025053,           0.0051494,            0.019718,            0.004258,            0.004258,            0.004258
                 118,             0.02466,            0.010398,            0.002585,             0.86303,             0.78966,             0.79469,             0.41702,            0.023782,           0.0052827,            0.020078,           0.0042085,           0.0042085,           0.0042085
                 119,            0.024458,            0.010879,           0.0026201,             0.87873,             0.80843,             0.80817,              0.4439,            0.023249,           0.0048447,            0.019792,            0.004159,            0.004159,            0.004159
                 120,            0.024695,            0.010878,           0.0031352,             0.86957,             0.81349,              0.7931,              0.4374,            0.023817,           0.0047509,            0.019803,           0.0041095,           0.0041095,           0.0041095
                 121,            0.024756,            0.010885,           0.0029574,             0.80347,             0.78569,             0.75455,             0.40056,            0.024163,           0.0049739,             0.01981,             0.00406,             0.00406,             0.00406
                 122,            0.023292,           0.0096451,           0.0025076,             0.83949,             0.68816,             0.74946,             0.39697,            0.025359,           0.0050152,            0.019729,           0.0040105,           0.0040105,           0.0040105
                 123,            0.023109,            0.010871,           0.0040672,             0.85583,             0.80934,             0.82144,             0.43998,            0.023009,           0.0046822,             0.01963,            0.003961,            0.003961,            0.003961
                 124,            0.022051,           0.0094371,           0.0027273,              0.8357,             0.78717,              0.8116,             0.42251,            0.024071,           0.0047529,            0.019226,           0.0039115,           0.0039115,           0.0039115
                 125,            0.024031,            0.010365,           0.0026931,             0.84113,             0.73887,             0.77752,              0.4007,            0.023682,           0.0048554,            0.019223,            0.003862,            0.003862,            0.003862
                 126,            0.020165,            0.010101,            0.002164,             0.87957,             0.76279,             0.77713,             0.41833,            0.023698,           0.0050083,            0.019612,           0.0038125,           0.0038125,           0.0038125
                 127,            0.023166,            0.010959,           0.0031291,              0.8426,             0.70498,             0.72912,             0.42718,            0.023317,           0.0052095,            0.019912,            0.003763,            0.003763,            0.003763
                 128,            0.020633,            0.010593,           0.0027072,             0.78213,             0.71007,             0.71468,             0.38975,            0.022438,           0.0052201,            0.019938,           0.0037135,           0.0037135,           0.0037135
                 129,            0.020382,             0.01054,           0.0044864,             0.84605,             0.73274,             0.72643,             0.41495,            0.023398,           0.0053115,            0.019885,            0.003664,            0.003664,            0.003664
                 130,            0.022702,           0.0099986,           0.0024821,             0.76916,             0.71429,             0.70986,             0.38246,            0.022999,           0.0053294,            0.019706,           0.0036145,           0.0036145,           0.0036145
                 131,            0.022685,            0.010998,           0.0018969,             0.84359,             0.73536,             0.72785,             0.40004,            0.022947,           0.0053075,            0.019998,            0.003565,            0.003565,            0.003565
                 132,            0.022157,            0.010321,           0.0043461,             0.84557,             0.73602,             0.75493,             0.39992,            0.021884,           0.0051818,            0.020002,           0.0035155,           0.0035155,           0.0035155
                 133,            0.022119,            0.010403,           0.0022607,             0.83846,              0.7102,             0.74733,             0.40588,            0.023713,            0.005204,            0.019882,            0.003466,            0.003466,            0.003466
                 134,            0.021321,            0.010516,           0.0024326,             0.79168,             0.72973,             0.71058,             0.40389,            0.023396,           0.0052299,            0.020119,           0.0034165,           0.0034165,           0.0034165
                 135,            0.023088,            0.010464,           0.0039444,             0.81609,             0.72966,             0.74145,              0.4133,            0.023654,           0.0052518,            0.019908,            0.003367,            0.003367,            0.003367
                 136,            0.021679,            0.009922,           0.0043019,             0.78841,             0.75648,             0.75053,             0.41597,            0.023993,           0.0053363,            0.019955,           0.0033175,           0.0033175,           0.0033175
                 137,            0.022746,             0.01006,           0.0030097,             0.81396,             0.73513,             0.73642,              0.4043,            0.024542,           0.0054089,             0.02034,            0.003268,            0.003268,            0.003268
                 138,            0.020373,           0.0096208,           0.0026865,             0.80372,              0.7381,             0.74245,             0.41392,            0.024912,           0.0055406,            0.020188,           0.0032185,           0.0032185,           0.0032185
                 139,            0.020892,            0.010768,           0.0026784,             0.80865,             0.73449,             0.74894,             0.39331,            0.024167,           0.0055009,            0.020337,            0.003169,            0.003169,            0.003169
                 140,            0.020775,            0.010818,           0.0020968,             0.80456,             0.74527,             0.75295,             0.41375,            0.025516,           0.0055351,            0.020398,           0.0031195,           0.0031195,           0.0031195
                 141,            0.024299,            0.010189,           0.0023627,             0.84189,             0.72837,             0.75961,             0.41463,            0.024896,           0.0055059,            0.020409,             0.00307,             0.00307,             0.00307
                 142,            0.021445,            0.010878,           0.0034456,             0.84681,             0.73572,             0.74314,             0.42166,            0.025336,           0.0055386,            0.020612,           0.0030205,           0.0030205,           0.0030205
                 143,            0.022587,            0.010088,           0.0027476,             0.83115,             0.75437,             0.75111,             0.41454,             0.02448,           0.0052915,            0.021275,            0.002971,            0.002971,            0.002971
                 144,             0.02232,           0.0098913,           0.0031423,             0.82846,             0.76046,             0.75095,             0.41229,            0.025384,           0.0052081,            0.021538,           0.0029215,           0.0029215,           0.0029215
                 145,            0.019664,             0.01004,           0.0037532,             0.85071,             0.74649,             0.74785,             0.41416,            0.025102,           0.0050876,            0.021896,            0.002872,            0.002872,            0.002872
                 146,             0.02033,            0.010082,           0.0026281,             0.83223,             0.77729,             0.74823,             0.41297,            0.025363,            0.005183,            0.022334,           0.0028225,           0.0028225,           0.0028225
                 147,            0.021775,           0.0099654,           0.0025334,             0.84415,              0.7381,             0.73144,             0.39871,            0.025123,           0.0051613,            0.022215,            0.002773,            0.002773,            0.002773
                 148,            0.022264,           0.0086041,           0.0032234,             0.84314,              0.7381,             0.73473,             0.39782,            0.024718,            0.005147,            0.022193,           0.0027235,           0.0027235,           0.0027235
                 149,            0.021126,           0.0094334,            0.001432,             0.84041,              0.7381,             0.71486,             0.40574,            0.025207,           0.0052026,              0.0222,            0.002674,            0.002674,            0.002674
                 150,            0.020684,           0.0089272,           0.0025396,             0.83963,              0.7381,             0.70775,             0.39419,            0.023999,           0.0053148,            0.021897,           0.0026245,           0.0026245,           0.0026245
                 151,            0.020168,            0.011028,            0.002927,              0.8611,              0.7619,             0.75696,             0.39237,            0.024336,           0.0055783,            0.021534,            0.002575,            0.002575,            0.002575
                 152,            0.020872,           0.0095582,           0.0022387,             0.85165,              0.7619,             0.75518,             0.39763,            0.024199,           0.0056499,            0.021612,           0.0025255,           0.0025255,           0.0025255
                 153,            0.020709,           0.0090267,           0.0015381,             0.84516,              0.7619,             0.75796,             0.41191,            0.024283,           0.0056004,            0.022022,            0.002476,            0.002476,            0.002476
                 154,            0.019336,           0.0094343,            0.002247,             0.84569,              0.7619,             0.76187,             0.41716,            0.023439,           0.0057377,            0.022107,           0.0024265,           0.0024265,           0.0024265
                 155,             0.02045,           0.0088699,           0.0027112,             0.86045,              0.7619,             0.77581,             0.40585,            0.023306,           0.0057991,            0.022436,            0.002377,            0.002377,            0.002377
                 156,            0.020056,           0.0095932,           0.0040183,             0.85837,              0.7619,             0.77734,             0.39201,            0.023562,           0.0056819,            0.022589,           0.0023275,           0.0023275,           0.0023275
                 157,            0.020596,           0.0091214,           0.0041465,               0.862,              0.7619,             0.78023,             0.41162,            0.023274,           0.0055095,            0.022716,            0.002278,            0.002278,            0.002278
                 158,            0.019878,            0.009402,           0.0035371,             0.86415,              0.7619,             0.78101,             0.42611,            0.023525,           0.0055204,            0.022541,           0.0022285,           0.0022285,           0.0022285
                 159,            0.021139,           0.0090466,           0.0026631,             0.86771,              0.7619,             0.78534,             0.43087,             0.02292,           0.0054391,            0.022391,            0.002179,            0.002179,            0.002179
