               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  23,            0.071976,            0.032007,                   0,             0.30599,             0.30769,             0.39387,              0.1908,            0.039172,             0.02032,                   0,             0.05663,           0.0036298,           0.0036298
                  24,            0.057161,            0.028874,                   0,              0.4382,             0.42152,             0.40813,              0.1806,            0.040408,            0.019794,                   0,            0.054736,           0.0037358,           0.0037358
                  25,            0.042335,             0.02473,                   0,             0.60857,             0.46154,             0.50899,             0.23201,            0.041198,            0.019348,                   0,            0.052838,           0.0038378,           0.0038378
                  26,            0.040094,            0.027633,                   0,              0.3801,             0.53846,             0.46297,             0.17847,            0.041583,            0.018628,                   0,            0.050936,           0.0039358,           0.0039358
                  27,            0.067876,            0.029007,                   0,              0.3801,             0.53846,             0.46297,             0.17847,            0.041583,            0.018628,                   0,             0.04903,           0.0040299,           0.0040299
                  28,            0.060614,            0.025342,                   0,              0.4635,             0.46154,             0.56879,             0.17516,            0.041755,            0.018052,                   0,             0.04712,             0.00412,             0.00412
                  29,            0.057247,            0.031156,                   0,             0.35834,             0.46154,             0.45416,             0.23654,            0.040746,            0.017154,                   0,            0.045206,           0.0042061,           0.0042061
                  30,            0.052839,            0.027371,                   0,             0.35834,             0.46154,             0.45416,             0.23654,            0.040746,            0.017154,                   0,            0.043288,           0.0042883,           0.0042883
                  31,            0.045078,            0.023419,                   0,             0.56614,             0.60306,             0.54738,             0.24587,            0.038707,            0.016972,                   0,            0.041367,           0.0043665,           0.0043665
                  32,            0.045767,            0.025614,                   0,               0.546,             0.46154,             0.46677,             0.18763,            0.043327,             0.01644,                   0,            0.039441,           0.0044408,           0.0044408
                  33,            0.063305,            0.020799,                   0,               0.546,             0.46154,             0.46677,             0.18763,            0.043327,             0.01644,                   0,            0.037511,           0.0045111,           0.0045111
                  34,            0.055187,            0.026111,                   0,             0.56446,             0.53846,             0.47725,             0.22134,            0.040763,            0.016258,                   0,            0.035577,           0.0045775,           0.0045775
                  35,            0.051587,            0.021464,                   0,             0.54107,             0.54455,             0.47586,             0.12596,             0.04153,            0.015438,                   0,             0.03364,           0.0046399,           0.0046399
                  36,            0.049276,            0.022009,                   0,             0.54107,             0.54455,             0.47586,             0.12596,             0.04153,            0.015438,                   0,            0.031698,           0.0046983,           0.0046983
                  37,             0.05593,            0.023976,                   0,             0.41749,             0.53846,             0.44436,             0.17753,            0.041938,            0.014473,                   0,            0.029753,           0.0047528,           0.0047528
                  38,            0.068393,            0.024391,                   0,             0.35562,             0.61538,             0.38415,              0.1283,            0.048487,            0.013264,                   0,            0.027803,           0.0048033,           0.0048033
                  39,            0.079206,            0.022844,                   0,             0.35562,             0.61538,             0.38415,              0.1283,            0.048487,            0.013264,                   0,             0.02585,           0.0048498,           0.0048498
                  40,            0.070489,             0.02327,                   0,             0.49518,             0.61538,             0.46549,             0.22358,            0.041055,            0.013152,                   0,            0.023892,           0.0048924,           0.0048924
                  41,            0.054401,            0.024818,                   0,              0.4663,             0.61538,             0.48069,             0.23055,            0.040555,            0.012759,                   0,            0.021931,            0.004931,            0.004931
                  42,            0.053618,            0.021013,                   0,              0.4663,             0.61538,             0.48069,             0.23055,            0.040555,            0.012759,                   0,            0.019966,           0.0049657,           0.0049657
                  43,            0.053652,             0.02845,                   0,             0.58095,             0.61538,             0.58822,              0.3013,            0.038272,             0.01263,                   0,            0.017996,           0.0049964,           0.0049964
                  44,            0.058982,            0.022391,                   0,             0.58095,             0.61538,             0.58822,              0.3013,            0.038272,             0.01263,                   0,            0.016023,           0.0050232,           0.0050232
                  45,            0.052454,            0.021126,                   0,             0.75578,             0.53846,             0.59719,             0.28858,            0.042122,            0.012036,                   0,            0.014046,            0.005046,            0.005046
                  46,            0.050438,            0.024307,                   0,             0.75578,             0.53846,             0.59719,             0.28858,            0.042122,            0.012036,                   0,            0.012065,           0.0050648,           0.0050648
                  47,            0.064738,            0.023171,                   0,             0.51953,             0.46154,             0.47231,             0.24703,            0.040562,             0.01174,                   0,             0.01008,           0.0050797,           0.0050797
                  48,            0.051308,            0.020219,                   0,             0.51953,             0.46154,             0.47231,             0.24703,            0.040562,             0.01174,                   0,           0.0080906,           0.0050906,           0.0050906
                  49,            0.050229,            0.020028,                   0,             0.59474,             0.45244,             0.54449,             0.22991,             0.04472,            0.010854,                   0,           0.0060975,           0.0050975,           0.0050975
                  50,            0.034869,            0.018027,                   0,             0.59474,             0.45244,             0.54449,             0.22991,             0.04472,            0.010854,                   0,             0.00505,             0.00505,             0.00505
                  51,            0.051277,            0.018595,                   0,             0.57226,             0.53846,             0.52348,             0.26332,            0.039817,            0.011133,                   0,             0.00505,             0.00505,             0.00505
                  52,            0.061072,            0.020069,                   0,             0.57226,             0.53846,             0.52348,             0.26332,            0.039817,            0.011133,                   0,            0.004951,            0.004951,            0.004951
                  53,            0.032033,            0.017068,                   0,             0.65708,             0.59106,             0.62502,             0.23641,            0.037849,            0.011137,                   0,            0.004852,            0.004852,            0.004852
                  54,            0.059053,            0.020282,                   0,             0.65708,             0.59106,             0.62502,             0.23641,            0.037849,            0.011137,                   0,            0.004753,            0.004753,            0.004753
                  55,            0.045958,             0.01889,                   0,             0.61092,             0.53846,             0.59451,             0.25132,            0.034287,            0.011219,                   0,            0.004654,            0.004654,            0.004654
                  56,            0.052724,            0.020423,                   0,             0.61092,             0.53846,             0.59451,             0.25132,            0.034287,            0.011219,                   0,            0.004555,            0.004555,            0.004555
                  57,            0.047469,            0.019449,                   0,             0.87939,             0.61538,              0.7289,             0.33419,            0.032354,            0.010875,                   0,            0.004456,            0.004456,            0.004456
                  58,            0.038482,            0.020294,                   0,             0.87939,             0.61538,              0.7289,             0.33419,            0.032354,            0.010875,                   0,            0.004357,            0.004357,            0.004357
                  59,            0.033053,            0.022795,                   0,             0.70884,             0.61538,             0.66118,             0.33862,            0.034056,            0.010267,                   0,            0.004258,            0.004258,            0.004258
                  60,            0.055022,            0.019668,                   0,             0.70884,             0.61538,             0.66118,             0.33862,            0.034056,            0.010267,                   0,            0.004159,            0.004159,            0.004159
                  61,            0.033492,            0.017787,                   0,             0.58988,             0.76923,             0.72183,             0.34718,            0.030088,            0.010557,                   0,             0.00406,             0.00406,             0.00406
                  62,            0.059302,            0.017724,                   0,             0.58988,             0.76923,             0.72183,             0.34718,            0.030088,            0.010557,                   0,            0.003961,            0.003961,            0.003961
                  63,             0.06322,            0.018286,                   0,             0.66507,             0.69231,             0.80537,             0.45481,            0.028957,            0.010286,                   0,            0.003862,            0.003862,            0.003862
                  64,            0.053192,            0.027075,                   0,             0.66507,             0.69231,             0.80537,             0.45481,            0.028957,            0.010286,                   0,            0.003763,            0.003763,            0.003763
                  65,            0.029603,            0.014709,                   0,             0.72546,             0.84615,             0.79165,             0.40683,            0.031916,           0.0099019,                   0,            0.003664,            0.003664,            0.003664
                  66,            0.043867,            0.020964,                   0,             0.72546,             0.84615,             0.79165,             0.40683,            0.031916,           0.0099019,                   0,            0.003565,            0.003565,            0.003565
                  67,            0.030339,            0.018032,                   0,             0.70184,             0.72567,             0.78603,             0.37037,            0.030448,           0.0099145,                   0,            0.003466,            0.003466,            0.003466
                  68,            0.045722,            0.018198,                   0,             0.70184,             0.72567,             0.78603,             0.37037,            0.030448,           0.0099145,                   0,            0.003367,            0.003367,            0.003367
                  69,            0.049542,            0.018257,                   0,             0.90059,             0.76923,             0.89942,             0.43235,             0.02888,           0.0097247,                   0,            0.003268,            0.003268,            0.003268
                  70,            0.057758,            0.016126,                   0,             0.90059,             0.76923,             0.89942,             0.43235,             0.02888,           0.0097247,                   0,            0.003169,            0.003169,            0.003169
                  71,            0.037633,            0.018172,                   0,             0.86612,             0.69231,             0.80486,             0.38353,            0.030432,           0.0095915,                   0,             0.00307,             0.00307,             0.00307
                  72,            0.038082,            0.014501,                   0,             0.86612,             0.69231,             0.80486,             0.38353,            0.030432,           0.0095915,                   0,            0.002971,            0.002971,            0.002971
                  73,            0.039343,            0.015519,                   0,             0.66574,             0.76622,             0.72247,             0.40819,            0.027687,           0.0097268,                   0,            0.002872,            0.002872,            0.002872
                  74,            0.055013,             0.02122,                   0,             0.66574,             0.76622,             0.72247,             0.40819,            0.027687,           0.0097268,                   0,            0.002773,            0.002773,            0.002773
                  75,            0.041546,            0.018152,                   0,             0.89626,             0.76923,             0.86572,             0.44872,            0.026801,            0.009622,                   0,            0.002674,            0.002674,            0.002674
                  76,            0.055828,            0.022491,                   0,             0.89626,             0.76923,             0.86572,             0.44872,            0.026801,            0.009622,                   0,            0.002575,            0.002575,            0.002575
                  77,            0.037756,            0.018903,                   0,             0.88397,             0.76923,             0.86129,             0.46113,            0.026573,           0.0095015,                   0,            0.002476,            0.002476,            0.002476
                  78,             0.05023,            0.021541,                   0,             0.88397,             0.76923,             0.86129,             0.46113,            0.026573,           0.0095015,                   0,            0.002377,            0.002377,            0.002377
                  79,            0.052025,            0.019087,                   0,             0.89954,             0.76923,              0.8709,             0.50433,            0.025354,           0.0094294,                   0,            0.002278,            0.002278,            0.002278
                  80,             0.05587,            0.020389,                   0,             0.89954,             0.76923,              0.8709,             0.50433,            0.025354,           0.0094294,                   0,            0.002179,            0.002179,            0.002179
                  81,            0.024368,            0.015259,                   0,             0.89981,             0.76923,             0.85451,             0.48526,            0.025159,           0.0093738,                   0,             0.00208,             0.00208,             0.00208
                  82,            0.024806,            0.014176,                   0,             0.89981,             0.76923,             0.85451,             0.48526,            0.025159,           0.0093738,                   0,            0.001981,            0.001981,            0.001981
                  83,            0.056913,            0.024511,                   0,              0.8712,             0.76923,             0.85713,             0.50307,            0.024177,           0.0094065,                   0,            0.001882,            0.001882,            0.001882
                  84,            0.035204,            0.017274,                   0,              0.8712,             0.76923,             0.85713,             0.50307,            0.024177,           0.0094065,                   0,            0.001783,            0.001783,            0.001783
                  85,            0.036907,            0.019298,                   0,             0.89052,             0.76923,             0.87051,             0.51775,            0.024151,           0.0093194,                   0,            0.001684,            0.001684,            0.001684
                  86,             0.03814,            0.018383,                   0,             0.89052,             0.76923,             0.87051,             0.51775,            0.024151,           0.0093194,                   0,            0.001585,            0.001585,            0.001585
                  87,            0.057345,            0.018413,                   0,             0.84415,             0.83416,             0.89519,             0.52245,            0.023773,           0.0092445,                   0,            0.001486,            0.001486,            0.001486
                  88,            0.055482,            0.017851,                   0,             0.84415,             0.83416,             0.89519,             0.52245,            0.023773,           0.0092445,                   0,            0.001387,            0.001387,            0.001387
                  89,             0.05237,            0.017864,                   0,             0.84457,             0.83663,             0.88817,             0.56161,            0.022801,           0.0092087,                   0,            0.001288,            0.001288,            0.001288
                  90,            0.047294,            0.019552,                   0,             0.84457,             0.83663,             0.88817,             0.56161,            0.022801,           0.0092087,                   0,            0.001189,            0.001189,            0.001189
                  91,            0.047723,            0.017802,                   0,             0.84471,             0.83749,             0.89411,             0.58059,            0.022749,           0.0090889,                   0,             0.00109,             0.00109,             0.00109
                  92,            0.037996,            0.020067,                   0,             0.84471,             0.83749,             0.89411,             0.58059,            0.022749,           0.0090889,                   0,            0.000991,            0.000991,            0.000991
                  93,            0.049326,            0.021307,                   0,             0.90648,             0.76923,             0.89411,             0.57946,            0.022511,           0.0090682,                   0,            0.000892,            0.000892,            0.000892
                  94,            0.039309,             0.01592,                   0,             0.90648,             0.76923,             0.89411,             0.57946,            0.022511,           0.0090682,                   0,            0.000793,            0.000793,            0.000793
                  95,            0.028972,            0.018114,                   0,             0.90131,             0.84615,             0.90208,             0.59041,            0.022387,           0.0089922,                   0,            0.000694,            0.000694,            0.000694
                  96,            0.037969,            0.019981,                   0,             0.90131,             0.84615,             0.90208,             0.59041,            0.022387,           0.0089922,                   0,            0.000595,            0.000595,            0.000595
                  97,            0.034862,            0.021309,                   0,             0.89073,             0.84615,             0.90439,             0.59716,            0.022448,           0.0089307,                   0,            0.000496,            0.000496,            0.000496
                  98,             0.05459,            0.019601,                   0,             0.89073,             0.84615,             0.90439,             0.59716,            0.022448,           0.0089307,                   0,            0.000397,            0.000397,            0.000397
                  99,            0.037357,            0.018666,                   0,             0.89303,             0.84615,             0.90269,             0.57732,            0.022293,           0.0089606,                   0,            0.000298,            0.000298,            0.000298
