               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  18,            0.060441,            0.021405,                   0,             0.46418,                 0.3,             0.26605,            0.094239,            0.056557,            0.010866,                   0,            0.031164,           0.0061635,           0.0061635
                  19,            0.061786,            0.020497,                   0,             0.75744,                 0.3,             0.43703,             0.16349,            0.051633,            0.011886,                   0,            0.027414,            0.006414,            0.006414
                  20,              0.0569,            0.025141,                   0,             0.60704,                0.45,             0.39133,             0.21867,            0.044481,            0.011087,                   0,            0.023657,           0.0066566,           0.0066566
                  21,            0.060056,            0.020698,                   0,              0.4991,                0.55,             0.53633,             0.19217,            0.041289,            0.010886,                   0,            0.019891,           0.0068913,           0.0068913
                  22,            0.061521,            0.020914,                   0,             0.32994,                0.35,             0.27567,            0.059676,            0.047575,           0.0097728,                   0,            0.016118,            0.007118,            0.007118
                  23,            0.062725,            0.018855,                   0,             0.53025,                 0.5,             0.40488,             0.13309,            0.046351,           0.0096679,                   0,            0.012337,           0.0073369,           0.0073369
                  24,            0.063832,            0.020734,                   0,             0.73184,                 0.6,             0.61931,             0.24915,            0.034898,            0.009922,                   0,           0.0085478,           0.0075478,           0.0075478
                  25,            0.057062,            0.020471,                   0,             0.74239,                0.65,             0.69737,             0.29007,            0.031229,            0.010399,                   0,            0.007525,            0.007525,            0.007525
                  26,            0.055456,            0.019666,                   0,             0.52169,             0.65459,             0.56584,             0.24766,            0.037875,           0.0097369,                   0,            0.007525,            0.007525,            0.007525
                  27,            0.055085,              0.0212,                   0,             0.49732,                 0.6,             0.53088,             0.14763,            0.043655,           0.0091073,                   0,            0.007426,            0.007426,            0.007426
                  28,            0.054159,            0.021051,                   0,             0.73022,                 0.7,             0.72009,             0.38342,             0.02918,           0.0095657,                   0,            0.007327,            0.007327,            0.007327
                  29,            0.054755,            0.019753,                   0,             0.70697,                 0.7,             0.71943,             0.38824,            0.030602,           0.0089199,                   0,            0.007228,            0.007228,            0.007228
                  30,            0.050092,            0.019986,                   0,             0.49078,             0.53065,             0.51208,             0.22496,             0.04102,           0.0085243,                   0,            0.007129,            0.007129,            0.007129
                  31,            0.051942,             0.01867,                   0,             0.52451,                0.65,             0.54707,             0.20705,            0.037935,           0.0085648,                   0,             0.00703,             0.00703,             0.00703
                  32,            0.053701,            0.017195,                   0,             0.45922,                0.75,             0.55814,              0.2727,            0.033044,           0.0088141,                   0,            0.006931,            0.006931,            0.006931
                  33,            0.049172,            0.021618,                   0,             0.69795,             0.80904,             0.69853,             0.24076,            0.034811,           0.0086656,                   0,            0.006832,            0.006832,            0.006832
                  34,            0.054412,            0.016828,                   0,             0.46502,                0.75,             0.56303,             0.25349,            0.035949,           0.0086068,                   0,            0.006733,            0.006733,            0.006733
                  35,            0.048317,            0.017076,                   0,             0.66823,                0.75,             0.65539,             0.28023,            0.031683,           0.0088681,                   0,            0.006634,            0.006634,            0.006634
                  36,            0.044487,            0.018132,                   0,              0.4983,                0.75,              0.5302,             0.25635,             0.03292,           0.0085561,                   0,            0.006535,            0.006535,            0.006535
                  37,            0.044455,            0.018603,                   0,             0.77206,             0.67814,             0.76915,             0.37424,            0.029911,           0.0087563,                   0,            0.006436,            0.006436,            0.006436
                  38,            0.044035,              0.0185,                   0,             0.55588,                 0.8,             0.69432,             0.31635,            0.035372,           0.0079964,                   0,            0.006337,            0.006337,            0.006337
                  39,            0.047425,             0.01986,                   0,             0.93217,              0.6878,             0.76909,             0.36161,            0.027256,           0.0081994,                   0,            0.006238,            0.006238,            0.006238
                  40,            0.042483,            0.016743,                   0,             0.81348,                 0.7,             0.77872,             0.39662,            0.030138,           0.0078318,                   0,            0.006139,            0.006139,            0.006139
                  41,            0.047772,            0.016869,                   0,             0.87433,                0.75,              0.8214,             0.42025,            0.029039,           0.0079463,                   0,             0.00604,             0.00604,             0.00604
                  42,             0.04161,            0.014921,                   0,             0.77035,             0.83903,             0.86251,             0.47224,            0.026807,           0.0077713,                   0,            0.005941,            0.005941,            0.005941
                  43,            0.036815,            0.014394,                   0,             0.84849,             0.84042,             0.82377,             0.39158,            0.029577,           0.0073016,                   0,            0.005842,            0.005842,            0.005842
                  44,            0.043056,            0.015866,                   0,             0.88722,             0.78722,             0.88444,             0.46351,            0.027089,            0.007208,                   0,            0.005743,            0.005743,            0.005743
                  45,            0.040345,             0.01722,                   0,             0.91201,                 0.8,              0.8257,             0.46948,            0.026729,           0.0070857,                   0,            0.005644,            0.005644,            0.005644
                  46,            0.045225,            0.015199,                   0,             0.95507,                0.75,             0.86869,             0.49312,            0.027472,           0.0075933,                   0,            0.005545,            0.005545,            0.005545
                  47,            0.037476,            0.014858,                   0,             0.60839,                0.75,             0.63272,             0.34633,            0.031738,           0.0072277,                   0,            0.005446,            0.005446,            0.005446
                  48,            0.045899,            0.014653,                   0,             0.88184,             0.74654,             0.80491,             0.47141,            0.028007,           0.0076053,                   0,            0.005347,            0.005347,            0.005347
                  49,            0.035816,            0.014378,                   0,             0.81127,                0.75,             0.82827,             0.46229,            0.028727,            0.006864,                   0,            0.005248,            0.005248,            0.005248
                  50,            0.038037,            0.016417,                   0,             0.97249,                 0.8,             0.88908,              0.5124,            0.026439,           0.0071947,                   0,            0.005149,            0.005149,            0.005149
                  51,            0.033899,            0.013041,                   0,             0.87561,                0.85,             0.90123,             0.51534,            0.027104,           0.0065478,                   0,             0.00505,             0.00505,             0.00505
                  52,            0.040199,            0.015999,                   0,                   1,             0.86177,             0.95419,             0.56003,            0.022195,           0.0067634,                   0,            0.004951,            0.004951,            0.004951
                  53,             0.03269,            0.014091,                   0,             0.85396,             0.87774,             0.90942,             0.48604,            0.026688,           0.0066122,                   0,            0.004852,            0.004852,            0.004852
                  54,            0.035281,             0.01509,                   0,                   1,             0.88181,             0.96871,             0.57069,            0.023215,           0.0062443,                   0,            0.004753,            0.004753,            0.004753
                  55,            0.035854,            0.014477,                   0,             0.99328,                0.85,             0.96986,             0.56754,            0.024217,           0.0062953,                   0,            0.004654,            0.004654,            0.004654
                  56,            0.032269,            0.016856,                   0,             0.94445,             0.85001,             0.97237,             0.58219,            0.021947,            0.006436,                   0,            0.004555,            0.004555,            0.004555
                  57,            0.029638,            0.014074,                   0,             0.89534,             0.85575,             0.92893,             0.52682,            0.024953,            0.006479,                   0,            0.004456,            0.004456,            0.004456
                  58,            0.035988,            0.015018,                   0,             0.94517,             0.86233,             0.96778,             0.58918,            0.022001,           0.0066762,                   0,            0.004357,            0.004357,            0.004357
                  59,            0.032409,            0.016365,                   0,             0.93626,                0.95,             0.95571,             0.49358,            0.024832,           0.0065822,                   0,            0.004258,            0.004258,            0.004258
                  60,            0.034789,            0.013332,                   0,              0.9929,                 0.9,             0.96291,             0.56402,            0.021798,           0.0064438,                   0,            0.004159,            0.004159,            0.004159
                  61,            0.032823,            0.014415,                   0,                   1,             0.88226,             0.93328,             0.52285,            0.021655,           0.0063768,                   0,             0.00406,             0.00406,             0.00406
                  62,            0.030972,            0.014874,                   0,              0.9561,                0.85,             0.98167,             0.51924,            0.023054,           0.0062877,                   0,            0.003961,            0.003961,            0.003961
                  63,             0.03997,             0.01373,                   0,                   1,             0.84007,             0.92734,             0.54062,            0.021578,            0.006279,                   0,            0.003862,            0.003862,            0.003862
                  64,            0.028105,            0.012865,                   0,             0.97897,                0.85,             0.93219,             0.49332,            0.023443,           0.0063551,                   0,            0.003763,            0.003763,            0.003763
                  65,            0.031294,            0.014257,                   0,             0.97949,                0.85,             0.92616,             0.54575,            0.022587,           0.0062657,                   0,            0.003664,            0.003664,            0.003664
                  66,            0.033965,            0.014432,                   0,             0.98762,                0.85,             0.97485,             0.51548,             0.02216,           0.0062855,                   0,            0.003565,            0.003565,            0.003565
                  67,            0.025453,            0.012957,                   0,             0.99538,                0.85,              0.9365,             0.56249,            0.022378,           0.0062051,                   0,            0.003466,            0.003466,            0.003466
                  68,            0.031111,            0.013801,                   0,                   1,              0.8434,             0.97543,             0.53054,             0.02221,           0.0064092,                   0,            0.003367,            0.003367,            0.003367
                  69,            0.030919,            0.013343,                   0,              0.9793,                0.85,             0.98136,             0.54308,             0.02284,           0.0062624,                   0,            0.003268,            0.003268,            0.003268
                  70,            0.031204,            0.012206,                   0,             0.98981,                0.85,             0.97119,             0.55876,            0.021714,           0.0063353,                   0,            0.003169,            0.003169,            0.003169
                  71,            0.032044,            0.013361,                   0,                   1,             0.84501,             0.96465,             0.50432,            0.022854,           0.0062209,                   0,             0.00307,             0.00307,             0.00307
                  72,            0.031425,            0.013648,                   0,                   1,             0.84339,             0.92052,             0.56395,            0.022016,           0.0061498,                   0,            0.002971,            0.002971,            0.002971
                  73,            0.029626,            0.013688,                   0,                   1,             0.84698,             0.93249,             0.52004,            0.022385,           0.0060119,                   0,            0.002872,            0.002872,            0.002872
                  74,            0.027257,            0.013925,                   0,                   1,             0.84614,             0.93305,             0.55845,            0.021589,           0.0058175,                   0,            0.002773,            0.002773,            0.002773
                  75,            0.030109,            0.012818,                   0,                   1,             0.89146,              0.9819,             0.56698,            0.022799,           0.0057336,                   0,            0.002674,            0.002674,            0.002674
                  76,            0.027446,            0.011108,                   0,             0.99607,                0.85,             0.93159,             0.55537,            0.021932,           0.0056986,                   0,            0.002575,            0.002575,            0.002575
                  77,            0.023294,            0.013061,                   0,             0.99437,                0.85,                0.98,             0.55508,            0.022396,           0.0057631,                   0,            0.002476,            0.002476,            0.002476
                  78,             0.03019,            0.013487,                   0,                   1,             0.84682,             0.97041,             0.53515,            0.022011,           0.0058192,                   0,            0.002377,            0.002377,            0.002377
                  79,            0.028822,            0.014977,                   0,             0.93289,                 0.8,             0.91471,             0.52295,             0.02321,           0.0059972,                   0,            0.002278,            0.002278,            0.002278
                  80,            0.025231,            0.013265,                   0,             0.90665,                 0.9,             0.97761,             0.55324,            0.022069,           0.0058338,                   0,            0.002179,            0.002179,            0.002179
                  81,            0.026313,            0.012507,                   0,             0.96573,                 0.9,             0.99024,             0.52858,            0.022298,           0.0057936,                   0,             0.00208,             0.00208,             0.00208
                  82,            0.025727,            0.013277,                   0,             0.94958,             0.94202,             0.98545,              0.5526,            0.020942,           0.0057312,                   0,            0.001981,            0.001981,            0.001981
                  83,            0.023071,            0.011435,                   0,             0.85703,             0.89923,             0.92566,             0.55077,            0.021634,           0.0058687,                   0,            0.001882,            0.001882,            0.001882
                  84,            0.028048,            0.011096,                   0,             0.94409,             0.84464,             0.93136,             0.54907,            0.021008,           0.0058441,                   0,            0.001783,            0.001783,            0.001783
                  85,            0.026475,            0.012676,                   0,             0.84505,                 0.9,             0.90513,             0.53112,            0.020999,           0.0058767,                   0,            0.001684,            0.001684,            0.001684
                  86,            0.024991,            0.012747,                   0,             0.90176,                0.95,             0.98348,             0.54095,            0.020604,           0.0058295,                   0,            0.001585,            0.001585,            0.001585
                  87,            0.022191,            0.012347,                   0,                   1,             0.89215,             0.98591,             0.53714,            0.021763,           0.0058613,                   0,            0.001486,            0.001486,            0.001486
                  88,            0.026833,            0.014318,                   0,                   1,             0.89509,             0.98417,              0.5425,            0.020624,           0.0059036,                   0,            0.001387,            0.001387,            0.001387
                  89,            0.023312,            0.012054,                   0,                   1,             0.89641,             0.98096,             0.53651,            0.021301,           0.0059082,                   0,            0.001288,            0.001288,            0.001288
                  90,            0.025388,            0.012341,                   0,                   1,             0.89224,             0.97728,             0.54336,            0.020443,           0.0059811,                   0,            0.001189,            0.001189,            0.001189
                  91,            0.025731,            0.012662,                   0,                   1,             0.89895,             0.98096,             0.55047,            0.020768,            0.006026,                   0,             0.00109,             0.00109,             0.00109
                  92,            0.024414,            0.013796,                   0,             0.99562,                 0.9,             0.98024,             0.54492,            0.020665,           0.0060835,                   0,            0.000991,            0.000991,            0.000991
                  93,            0.022051,            0.010897,                   0,              0.9914,                 0.9,             0.98024,             0.55397,            0.020621,           0.0060533,                   0,            0.000892,            0.000892,            0.000892
                  94,            0.022856,            0.011131,                   0,             0.98173,                 0.9,             0.98024,              0.5596,            0.020464,           0.0060221,                   0,            0.000793,            0.000793,            0.000793
                  95,            0.023204,            0.011661,                   0,             0.98445,                 0.9,              0.9787,             0.55337,             0.02042,           0.0060239,                   0,            0.000694,            0.000694,            0.000694
                  96,            0.022861,            0.011566,                   0,                   1,             0.92615,             0.98346,             0.56344,            0.020131,           0.0060088,                   0,            0.000595,            0.000595,            0.000595
                  97,            0.020261,            0.010081,                   0,             0.99232,                 0.9,             0.98096,              0.5581,            0.020083,           0.0060156,                   0,            0.000496,            0.000496,            0.000496
                  98,            0.020093,            0.011222,                   0,             0.99356,                 0.9,              0.9825,             0.56438,            0.020067,           0.0060165,                   0,            0.000397,            0.000397,            0.000397
                  99,            0.025036,            0.010656,                   0,             0.98902,                 0.9,              0.9787,             0.56308,             0.02003,           0.0060286,                   0,            0.000298,            0.000298,            0.000298
